shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
1222,10422,2020-12-31,,fedex,Delivered
1223,19383,2020-07-19,,fedex,Delivered
1224,17989,2022-11-16,,fedex,Delivered
1225,5815,2022-01-01,,fedex,Delivered
1226,3495,2021-03-23,,fedex,Delivered
1227,15754,2020-12-27,,fedex,Delivered
1228,5571,2023-09-16,,fedex,Delivered
1229,2891,2021-06-10,,fedex,Delivered
1230,943,2021-03-05,,fedex,Delivered
1231,1397,2023-09-27,,fedex,Delivered
1232,12977,2023-08-13,,fedex,Delivered
1233,6687,2023-07-15,,fedex,Delivered
1234,16548,2022-11-15,,fedex,Delivered
1235,9426,2021-04-15,,fedex,Delivered
1236,12316,2020-09-15,,fedex,Delivered
1237,19323,2023-02-09,,fedex,Delivered
1238,3915,2022-05-28,,fedex,Delivered
1239,4639,2023-11-29,,fedex,Delivered
1240,5987,2022-06-23,,fedex,Delivered
1241,6919,2022-05-04,,fedex,Delivered
1242,8558,2021-06-12,,fedex,Delivered
1243,1491,2023-07-04,,fedex,Delivered
1244,12020,2023-01-16,,fedex,Delivered
1245,755,2023-01-11,,fedex,Delivered
1246,9226,2022-11-18,,fedex,Delivered
1247,15577,2021-01-29,,fedex,Delivered
1248,3687,2020-12-11,,fedex,Delivered
1249,19033,2020-11-04,,fedex,Delivered
1250,16786,2020-06-27,,fedex,Delivered
1251,10186,2022-12-20,,fedex,Delivered
1252,393,2021-11-02,,fedex,Delivered
1253,15567,2020-09-17,,fedex,Delivered
1254,19379,2023-07-06,,fedex,Delivered
1255,9882,2022-05-10,,fedex,Delivered
1256,4463,2022-01-11,,fedex,Delivered
1257,7840,2021-09-27,,fedex,Delivered
1258,5393,2021-08-09,,fedex,Delivered
1259,3247,2020-05-27,,fedex,Delivered
1260,12294,2023-11-15,,fedex,Delivered
1261,4789,2023-10-14,,fedex,Delivered
1262,10512,2023-08-15,,fedex,Delivered
1263,2525,2023-05-17,,fedex,Delivered
1264,11738,2023-02-13,,fedex,Delivered
1265,12954,2022-11-18,,fedex,Delivered
1266,1227,2021-09-29,,fedex,Delivered
1267,3725,2021-03-29,,fedex,Delivered
1268,8180,2022-03-11,,fedex,Delivered
1269,743,2022-02-07,,fedex,Delivered
1270,15740,2021-10-14,,fedex,Delivered
1271,11192,2023-02-21,,fedex,Delivered
1272,4373,2022-04-14,,fedex,Delivered
1273,523,2021-12-27,,fedex,Delivered
1274,11492,2021-03-21,,fedex,Delivered
1275,15093,2020-05-31,,fedex,Delivered
1276,16426,2022-09-29,,fedex,Delivered
1277,13393,2022-01-30,,fedex,Delivered
1278,8162,2021-12-22,,fedex,Delivered
1279,14587,2021-08-24,,fedex,Delivered
1280,16138,2023-03-22,,fedex,Delivered
1281,925,2021-08-12,,fedex,Delivered
1282,13213,2020-12-04,,fedex,Delivered
1283,2579,2021-03-11,,fedex,Delivered
1284,4245,2023-08-13,,fedex,Delivered
1285,7498,2022-01-28,,fedex,Delivered
1286,5637,2020-02-06,,fedex,Delivered
1287,14203,2020-02-04,,fedex,Delivered
1288,10778,2023-03-10,,fedex,Delivered
1289,14439,2021-09-22,,fedex,Delivered
1290,18609,2020-03-13,,fedex,Delivered
1291,4675,2022-08-23,,fedex,Delivered
1292,365,2022-01-15,,fedex,Delivered
1293,1987,2021-03-26,,fedex,Delivered
1294,11414,2020-08-29,,fedex,Delivered
1295,3945,2020-06-30,,fedex,Delivered
1296,21191,2024-07-20,,fedex,Delivered
1297,21161,2024-04-22,,fedex,Delivered
1298,21550,2024-03-03,,fedex,Delivered
1299,9819,2024-01-24,,fedex,Delivered
1300,8052,2023-09-26,,fedex,Delivered
1301,8103,2023-08-29,,fedex,Delivered
1302,3165,2023-08-22,,fedex,Delivered
1303,3540,2023-08-12,,fedex,Delivered
1304,13640,2023-07-25,,fedex,Delivered
1305,16799,2023-06-28,,fedex,Delivered
1306,10955,2023-06-24,,fedex,Delivered
1307,17535,2023-06-19,,fedex,Delivered
1308,282,2023-06-17,,fedex,Delivered
1309,18794,2023-05-26,,fedex,Delivered
1310,17161,2023-05-19,,fedex,Delivered
1311,5471,2023-05-11,,fedex,Delivered
1312,6122,2023-04-20,,fedex,Delivered
1313,11799,2023-04-15,,fedex,Delivered
1314,18112,2023-04-16,,fedex,Delivered
1315,11844,2023-04-13,,fedex,Delivered
1316,6620,2023-04-02,,fedex,Delivered
1317,5253,2023-03-25,,fedex,Delivered
1318,18376,2023-03-21,,fedex,Delivered
1319,11179,2023-03-17,,fedex,Delivered
1320,12975,2023-03-04,,fedex,Delivered
1321,2517,2023-02-24,,fedex,Delivered
1322,4689,2023-02-17,,fedex,Delivered
1323,3121,2023-02-16,,fedex,Delivered
1324,13119,2023-02-14,,fedex,Delivered
1325,6331,2023-02-07,,fedex,Delivered
1326,18219,2023-01-27,,fedex,Delivered
1327,16680,2023-01-01,,fedex,Delivered
1328,8359,2022-12-14,,fedex,Delivered
1329,864,2022-11-02,,fedex,Delivered
1330,6471,2022-10-12,,fedex,Delivered
1331,11689,2022-09-26,,fedex,Delivered
1332,11831,2022-09-15,,fedex,Delivered
1333,9419,2022-09-04,,fedex,Delivered
1334,20658,2022-08-17,,fedex,Delivered
1335,19701,2022-07-12,,fedex,Delivered
1336,11777,2022-07-04,,fedex,Delivered
1337,14861,2022-06-30,,fedex,Delivered
1338,2315,2022-06-25,,fedex,Delivered
1339,19346,2022-06-04,,fedex,Delivered
1340,15550,2022-05-24,,fedex,Delivered
1341,5641,2022-05-01,,fedex,Delivered
1342,19267,2022-04-05,,fedex,Delivered
1343,15682,2022-03-07,,fedex,Delivered
1344,18607,2022-02-03,,fedex,Delivered
1345,2972,2022-01-04,,fedex,Delivered
1346,8127,2021-11-25,,fedex,Delivered
1347,6669,2021-11-12,,fedex,Delivered
1348,4571,2021-10-21,,fedex,Delivered
1349,467,2021-10-01,,fedex,Delivered
1350,15580,2021-08-17,,fedex,Delivered
1351,20220,2021-08-12,,fedex,Delivered
1352,13028,2021-08-12,,fedex,Delivered
1353,2498,2021-08-07,,fedex,Delivered
1354,15494,2021-07-06,,fedex,Delivered
1355,16435,2021-07-01,,fedex,Delivered
1356,12307,2021-07-01,,fedex,Delivered
1357,16615,2021-06-12,,fedex,Delivered
1358,15514,2021-05-20,,fedex,Delivered
1359,8664,2021-05-18,,fedex,Delivered
1360,1549,2021-05-01,,fedex,Delivered
1361,18244,2021-04-26,,fedex,Delivered
1362,2192,2021-03-24,,fedex,Delivered
1363,10835,2021-03-19,,fedex,Delivered
1364,1238,2021-03-14,,fedex,Delivered
1365,15377,2021-02-17,,fedex,Delivered
1366,8225,2021-01-01,,fedex,Delivered
1367,13143,2020-12-18,,fedex,Delivered
1368,19625,2020-12-04,,fedex,Delivered
1369,1863,2020-10-21,,fedex,Delivered
1370,10922,2020-09-27,,fedex,Delivered
1371,11562,2020-09-18,,fedex,Delivered
1372,5533,2020-09-11,,fedex,Delivered
1373,9387,2020-09-11,,fedex,Delivered
1374,10480,2020-09-05,,fedex,Delivered
1375,2773,2020-07-27,,fedex,Delivered
1376,4175,2020-06-23,,fedex,Delivered
1377,6416,2020-06-23,,fedex,Delivered
1378,2725,2020-04-20,,fedex,Delivered
1379,16064,2020-04-04,,fedex,Delivered
1380,17779,2020-02-08,,fedex,Delivered
1381,5177,2020-01-13,,fedex,Delivered
1382,20966,2024-07-23,,fedex,Delivered
1383,21303,2024-07-18,,fedex,Delivered
1384,21411,2024-06-29,,fedex,Delivered
1385,21129,2024-03-17,,fedex,Delivered
1386,21484,2024-02-02,,fedex,Delivered
1387,6425,2024-01-24,,fedex,Delivered
1388,14181,2024-01-13,,fedex,Delivered
1389,7140,2023-11-09,,fedex,Delivered
1390,5974,2023-10-24,,fedex,Delivered
1391,16732,2023-10-19,,fedex,Delivered
1392,17369,2023-09-28,,fedex,Delivered
1393,1366,2023-09-16,,fedex,Delivered
1394,15687,2023-09-11,,fedex,Delivered
1395,1317,2023-09-11,,fedex,Delivered
1396,16489,2023-09-08,,fedex,Delivered
1397,9779,2023-09-01,,fedex,Delivered
1398,9505,2023-08-26,,fedex,Delivered
1399,18058,2023-08-19,,fedex,Delivered
1400,6566,2023-08-12,,fedex,Delivered
1401,11151,2023-07-31,,fedex,Delivered
1402,10008,2023-07-12,,fedex,Delivered
1403,15079,2023-07-07,,fedex,Delivered
1404,8536,2023-07-05,,fedex,Delivered
1405,18310,2023-06-23,,fedex,Delivered
1406,3380,2023-06-17,,fedex,Delivered
1407,15530,2023-06-13,,fedex,Delivered
1408,13710,2023-06-11,,fedex,Delivered
1409,9104,2023-06-02,,fedex,Delivered
1410,5645,2023-05-31,,fedex,Delivered
1411,5375,2023-05-10,,fedex,Delivered
1412,17319,2023-05-09,,fedex,Delivered
1413,3546,2023-05-05,,fedex,Delivered
1414,493,2023-04-22,,fedex,Delivered
1415,17203,2023-04-11,,fedex,Delivered
1416,13668,2023-04-02,,fedex,Delivered
1417,8015,2023-04-03,,fedex,Delivered
1418,3243,2023-03-22,,fedex,Delivered
1419,1797,2023-02-21,,fedex,Delivered
1420,2509,2023-01-23,,fedex,Delivered
1421,10214,2022-11-20,,fedex,Delivered
1422,14306,2022-09-12,,fedex,Delivered
1423,8567,2022-08-30,,fedex,Delivered
1424,5806,2022-09-02,,fedex,Delivered
1425,20834,2022-08-26,,fedex,Delivered
1426,3566,2022-08-13,,fedex,Delivered
1427,20106,2022-07-23,,fedex,Delivered
1428,16173,2022-07-23,,fedex,Delivered
1429,17478,2022-07-20,,fedex,Delivered
1430,18270,2022-07-08,,fedex,Delivered
1431,19260,2022-07-04,,fedex,Delivered
1432,17349,2022-05-13,,fedex,Delivered
1433,1126,2022-05-12,,fedex,Delivered
1434,17990,2022-04-26,,fedex,Delivered
1435,18845,2022-04-15,,fedex,Delivered
1436,8166,2022-03-29,,fedex,Delivered
1437,11727,2022-03-21,,fedex,Delivered
1438,18272,2022-03-14,,fedex,Delivered
1439,2967,2022-02-16,,fedex,Delivered
1440,9401,2022-01-29,,fedex,Delivered
1441,13157,2022-01-26,,fedex,Delivered
1442,19159,2021-12-05,,fedex,Delivered
1443,4279,2021-12-04,,fedex,Delivered
1444,10880,2021-12-02,,fedex,Delivered
1445,18389,2021-12-02,,fedex,Delivered
1446,5227,2021-11-16,,fedex,Delivered
1447,1467,2021-11-10,,fedex,Delivered
1448,17615,2021-11-08,,fedex,Delivered
1449,8040,2021-11-02,,fedex,Delivered
1450,14815,2021-10-28,,fedex,Delivered
1451,14591,2021-10-28,,fedex,Delivered
1452,594,2021-10-19,,fedex,Delivered
1453,1874,2021-09-16,,fedex,Delivered
1454,1309,2021-09-11,,fedex,Delivered
1455,13189,2021-09-10,,fedex,Delivered
1456,4858,2021-08-25,,fedex,Delivered
1457,19569,2021-08-18,,fedex,Delivered
1458,10763,2021-08-17,,fedex,Delivered
1459,20109,2021-08-14,,fedex,Delivered
1460,18606,2021-08-13,,fedex,Delivered
1461,7725,2021-08-03,,fedex,Delivered
1462,20470,2021-07-27,,fedex,Delivered
1463,32,2021-06-28,,fedex,Delivered
1464,15686,2021-06-12,,fedex,Delivered
1465,15400,2021-06-08,,fedex,Delivered
1466,17317,2021-05-27,,fedex,Delivered
1467,88,2021-05-20,,fedex,Delivered
1468,14552,2021-05-16,,fedex,Delivered
1469,15244,2021-05-02,,fedex,Delivered
1470,19192,2021-04-27,,fedex,Delivered
1471,19751,2021-04-23,,fedex,Delivered
1472,3617,2021-04-15,,fedex,Delivered
1473,13365,2021-03-13,,fedex,Delivered
1474,2006,2021-03-14,,fedex,Delivered
1475,8350,2021-03-14,,fedex,Delivered
1476,6278,2021-02-24,,fedex,Delivered
1477,1875,2021-02-06,,fedex,Delivered
1478,17619,2021-01-26,,fedex,Delivered
1479,10118,2020-12-07,,fedex,Delivered
1480,12114,2020-11-06,,fedex,Delivered
1481,8763,2020-10-08,,fedex,Delivered
1482,14821,2020-09-08,,fedex,Delivered
1483,3877,2020-07-03,,fedex,Delivered
1484,12486,2020-05-15,,fedex,Delivered
1485,5509,2020-04-17,,fedex,Delivered
1486,2310,2020-04-13,,fedex,Delivered
1487,802,2020-02-18,,fedex,Delivered
1488,6944,2020-01-14,,fedex,Delivered
1489,977,2020-01-12,,fedex,Delivered
1490,21542,2024-07-27,,fedex,Delivered
1491,21180,2024-02-04,,fedex,Delivered
1492,21069,2024-01-21,,fedex,Delivered
1493,21590,2024-01-19,,fedex,Delivered
1494,1254,2023-12-05,,fedex,Delivered
1495,3658,2023-11-20,,fedex,Delivered
1496,5999,2023-11-17,,fedex,Delivered
1497,14197,2023-11-11,,fedex,Delivered
1498,17246,2023-11-02,,fedex,Delivered
1499,8952,2023-10-01,,fedex,Delivered
1500,10546,2023-09-25,,fedex,Delivered
1501,14056,2023-09-20,,fedex,Delivered
1502,10513,2023-08-19,,fedex,Delivered
1503,14135,2023-08-07,,fedex,Delivered
1504,20646,2023-07-12,,fedex,Delivered
1505,17121,2023-06-22,,fedex,Delivered
1506,16457,2023-06-12,,fedex,Delivered
1507,1890,2023-05-23,,fedex,Delivered
1508,12045,2023-05-21,,fedex,Delivered
1509,6329,2023-05-11,,fedex,Delivered
1510,20542,2023-04-26,,fedex,Delivered
1511,5697,2023-04-11,,fedex,Delivered
1512,6904,2023-04-08,,fedex,Delivered
1513,19858,2023-04-04,,fedex,Delivered
1514,16963,2023-04-01,,fedex,Delivered
1515,18639,2023-03-29,,fedex,Delivered
1516,18051,2023-03-16,,fedex,Delivered
1517,10291,2023-03-16,,fedex,Delivered
1518,6181,2023-03-10,,fedex,Delivered
1519,11474,2023-02-08,,fedex,Delivered
1520,9967,2023-02-04,,fedex,Delivered
1521,15940,2023-01-29,,fedex,Delivered
1522,825,2022-12-05,,fedex,Delivered
1523,11842,2022-11-24,,fedex,Delivered
1524,11484,2022-09-16,,fedex,Delivered
1525,13678,2022-09-09,,fedex,Delivered
1526,12325,2022-09-06,,fedex,Delivered
1527,15743,2022-08-26,,fedex,Delivered
1528,2728,2022-08-18,,fedex,Delivered
1529,20117,2022-08-17,,fedex,Delivered
1530,11097,2022-08-14,,fedex,Delivered
1531,6214,2022-08-10,,fedex,Delivered
1532,4583,2022-07-24,,fedex,Delivered
1533,12593,2022-06-30,,fedex,Delivered
1534,585,2022-06-25,,fedex,Delivered
1535,18725,2022-06-20,,fedex,Delivered
1536,16230,2022-06-11,,fedex,Delivered
1537,8578,2022-05-27,,fedex,Delivered
1538,9120,2022-05-15,,fedex,Delivered
1539,18820,2022-05-04,,fedex,Delivered
1540,4749,2022-05-02,,fedex,Delivered
1541,19313,2022-05-02,,fedex,Delivered
1542,12599,2022-04-20,,fedex,Delivered
1543,15122,2022-04-08,,fedex,Delivered
1544,20890,2022-03-16,,fedex,Delivered
1545,10860,2022-03-13,,fedex,Delivered
1546,13700,2022-03-03,,fedex,Delivered
1547,20812,2022-03-06,,fedex,Delivered
1548,17867,2022-02-21,,fedex,Delivered
1549,13343,2021-12-15,,fedex,Delivered
1550,9404,2021-11-03,,fedex,Delivered
1551,4137,2021-10-01,,fedex,Delivered
1552,18484,2021-08-30,,fedex,Delivered
1553,12837,2021-08-29,,fedex,Delivered
1554,3550,2021-08-14,,fedex,Delivered
1555,7837,2021-08-13,,fedex,Delivered
1556,15611,2021-08-10,,fedex,Delivered
1557,2345,2021-08-03,,fedex,Delivered
1558,11725,2021-06-30,,fedex,Delivered
1559,11287,2021-06-20,,fedex,Delivered
1560,4096,2021-06-18,,fedex,Delivered
1561,19920,2021-06-14,,fedex,Delivered
1562,15511,2021-06-09,,fedex,Delivered
1563,13176,2021-06-05,,fedex,Delivered
1564,20123,2021-05-14,,fedex,Delivered
1565,3378,2021-04-13,,fedex,Delivered
1566,19152,2021-04-11,,fedex,Delivered
1567,18218,2021-03-29,,fedex,Delivered
1568,17695,2021-03-20,,fedex,Delivered
1569,17277,2021-03-19,,fedex,Delivered
1570,15371,2021-03-12,,fedex,Delivered
1571,11083,2021-03-14,,fedex,Delivered
1572,20348,2021-03-14,,fedex,Delivered
1573,7586,2021-02-19,,fedex,Delivered
1574,10001,2021-02-07,,fedex,Delivered
1575,17332,2021-02-08,,fedex,Delivered
1576,16486,2021-01-30,,fedex,Delivered
1577,16962,2021-01-20,,fedex,Delivered
1578,10822,2020-11-21,,fedex,Delivered
1579,10934,2020-11-14,,fedex,Delivered
1580,14865,2020-10-14,,fedex,Delivered
1581,2054,2020-10-09,,fedex,Delivered
1582,4991,2020-09-30,,fedex,Delivered
1583,14501,2020-09-18,,fedex,Delivered
1584,7332,2020-09-12,,fedex,Delivered
1585,9171,2020-09-06,,fedex,Delivered
1586,15417,2020-08-21,,fedex,Delivered
1587,16678,2020-08-16,,fedex,Delivered
1588,7610,2020-07-07,,fedex,Delivered
1589,2238,2020-06-29,,fedex,Delivered
1590,11832,2020-04-13,,fedex,Delivered
1591,4930,2020-03-15,,fedex,Delivered
1592,8459,2020-03-12,,fedex,Delivered
1593,8623,2020-02-29,,fedex,Delivered
1594,7758,2020-01-04,,fedex,Delivered
1595,21413,2024-06-21,,fedex,Delivered
1596,21370,2024-05-26,,fedex,Delivered
1597,21299,2024-04-29,,fedex,Delivered
1598,21625,2024-02-21,,fedex,Delivered
1599,1034,2023-12-31,,fedex,Delivered
1600,17613,2023-12-26,,fedex,Delivered
1601,16664,2023-10-26,,fedex,Delivered
1602,13423,2023-10-07,,fedex,Delivered
1603,11365,2023-09-11,,fedex,Delivered
1604,7647,2023-09-04,,fedex,Delivered
1605,9269,2023-08-31,,fedex,Delivered
1606,18072,2023-08-25,,fedex,Delivered
1607,19649,2023-08-16,,fedex,Delivered
1608,3118,2023-08-11,,fedex,Delivered
1609,8397,2023-07-10,,fedex,Delivered
1610,3002,2023-06-21,,fedex,Delivered
1611,10736,2023-06-05,,fedex,Delivered
1612,8010,2023-06-07,,fedex,Delivered
1613,17524,2023-05-23,,fedex,Delivered
1614,13942,2023-05-17,,fedex,Delivered
1615,14542,2023-05-04,,fedex,Delivered
1616,19697,2023-05-04,,fedex,Delivered
1617,20031,2023-04-17,,fedex,Delivered
1618,18658,2023-04-12,,fedex,Delivered
1619,9781,2023-03-31,,fedex,Delivered
1620,836,2023-03-31,,fedex,Delivered
1621,4166,2023-03-23,,fedex,Delivered
1622,17963,2023-03-20,,fedex,Delivered
1623,6793,2023-03-13,,fedex,Delivered
1624,9579,2023-01-18,,fedex,Delivered
1625,16456,2023-01-16,,fedex,Delivered
1626,13541,2023-01-02,,fedex,Delivered
1627,9694,2022-12-28,,fedex,Delivered
1628,6990,2022-11-25,,fedex,Delivered
1629,4257,2022-10-21,,fedex,Delivered
1630,1226,2022-10-07,,fedex,Delivered
1631,17032,2022-09-29,,fedex,Delivered
1632,2920,2022-09-23,,fedex,Delivered
1633,14519,2022-09-07,,fedex,Delivered
1634,14600,2022-09-05,,fedex,Delivered
1635,11583,2022-08-18,,fedex,Delivered
1636,10967,2022-08-16,,fedex,Delivered
1637,4210,2022-08-16,,fedex,Delivered
1638,20873,2022-08-14,,fedex,Delivered
1639,18421,2022-07-29,,fedex,Delivered
1640,13722,2022-07-20,,fedex,Delivered
1641,8809,2022-06-25,,fedex,Delivered
1642,3689,2022-06-19,,fedex,Delivered
1643,2298,2022-05-30,,fedex,Delivered
1644,9449,2022-05-24,,fedex,Delivered
1645,13693,2022-05-18,,fedex,Delivered
1646,9191,2022-05-03,,fedex,Delivered
1647,17890,2022-04-21,,fedex,Delivered
1648,13778,2022-04-14,,fedex,Delivered
1649,14664,2022-04-08,,fedex,Delivered
1650,9452,2022-03-23,,fedex,Delivered
1651,12858,2022-01-21,,fedex,Delivered
1652,15477,2022-01-16,,fedex,Delivered
1653,7782,2021-12-27,,fedex,Delivered
1654,4442,2021-12-13,,fedex,Delivered
1655,4172,2021-11-13,,fedex,Delivered
1656,10878,2021-11-11,,fedex,Delivered
1657,4105,2021-10-18,,fedex,Delivered
1658,1860,2021-09-29,,fedex,Delivered
1659,11098,2021-10-01,,fedex,Delivered
1660,18541,2021-09-17,,fedex,Delivered
1661,69,2021-09-10,,fedex,Delivered
1662,15528,2021-09-07,,fedex,Delivered
1663,18240,2021-08-23,,fedex,Delivered
1664,6490,2021-08-17,,fedex,Delivered
1665,19849,2021-08-16,,fedex,Delivered
1666,14902,2021-08-12,,fedex,Delivered
1667,15837,2021-08-12,,fedex,Delivered
1668,16923,2021-07-23,,fedex,Delivered
1669,16772,2021-07-20,,fedex,Delivered
1670,20686,2021-07-14,,fedex,Delivered
1671,19055,2021-07-09,,fedex,Delivered
1672,20529,2021-07-01,,fedex,Delivered
1673,16266,2021-05-17,,fedex,Delivered
1674,13618,2021-04-08,,fedex,Delivered
1675,11841,2021-03-12,,fedex,Delivered
1676,12934,2021-02-28,,fedex,Delivered
1677,2144,2021-01-18,,fedex,Delivered
1678,782,2020-12-18,,fedex,Delivered
1679,2490,2020-11-11,,fedex,Delivered
1680,4029,2020-09-22,,fedex,Delivered
1681,7092,2020-08-29,,fedex,Delivered
1682,14259,2020-08-24,,fedex,Delivered
1683,6104,2020-08-23,,fedex,Delivered
1684,4964,2020-07-20,,fedex,Delivered
1685,10043,2020-06-30,,fedex,Delivered
1686,4013,2020-04-30,,fedex,Delivered
1687,2922,2020-04-07,,fedex,Delivered
1688,4927,2020-03-28,,fedex,Delivered
1689,2703,2020-03-20,,fedex,Delivered
1690,5795,2020-02-09,,fedex,Delivered
1691,11378,2020-02-03,,fedex,Delivered
1692,1224,2020-01-27,,fedex,Delivered
1693,4651,2020-01-09,,fedex,Delivered
1694,21238,2024-08-02,,fedex,Delivered
1695,21197,2024-06-25,,fedex,Delivered
1696,21204,2024-05-30,,fedex,Delivered
1697,21151,2024-05-20,,fedex,Delivered
1698,21208,2024-05-04,,fedex,Delivered
1699,14649,2024-01-21,,fedex,Delivered
1700,11368,2024-01-11,,fedex,Delivered
1701,3586,2024-01-06,,fedex,Delivered
1702,1738,2023-11-16,,fedex,Delivered
1703,16001,2023-09-29,,fedex,Delivered
1704,6538,2023-09-05,,fedex,Delivered
1705,15656,2023-09-05,,fedex,Delivered
1706,16198,2023-08-26,,fedex,Delivered
1707,1262,2023-08-26,,fedex,Delivered
1708,9039,2023-08-19,,fedex,Delivered
1709,20130,2023-08-11,,fedex,Delivered
1710,14367,2023-08-06,,fedex,Delivered
1711,15875,2023-06-24,,fedex,Delivered
1712,20745,2023-06-21,,fedex,Delivered
1713,19986,2023-06-14,,fedex,Delivered
1714,10195,2023-05-25,,fedex,Delivered
1715,2886,2023-05-15,,fedex,Delivered
1716,19454,2023-04-07,,fedex,Delivered
1717,15315,2023-02-07,,fedex,Delivered
1718,16788,2023-01-09,,fedex,Delivered
1719,2497,2022-12-18,,fedex,Delivered
1720,5826,2022-11-28,,fedex,Delivered
1721,18701,2022-11-21,,fedex,Delivered
1722,19017,2022-11-03,,fedex,Delivered
1723,2760,2022-10-23,,fedex,Delivered
1724,8327,2022-09-30,,fedex,Delivered
1725,12245,2022-09-27,,fedex,Delivered
1726,17509,2022-09-19,,fedex,Delivered
1727,19720,2022-09-14,,fedex,Delivered
1728,16015,2022-09-08,,fedex,Delivered
1729,11376,2022-08-10,,fedex,Delivered
1730,14300,2022-07-12,,fedex,Delivered
1731,17631,2022-07-08,,fedex,Delivered
1732,7485,2022-06-27,,fedex,Delivered
1733,19588,2022-06-19,,fedex,Delivered
1734,5532,2022-06-05,,fedex,Delivered
1735,16797,2022-06-06,,fedex,Delivered
1736,13566,2022-06-02,,fedex,Delivered
1737,17896,2022-06-01,,fedex,Delivered
1738,15370,2022-04-26,,fedex,Delivered
1739,865,2022-04-23,,fedex,Delivered
1740,14823,2022-03-31,,fedex,Delivered
1741,10589,2022-03-27,,fedex,Delivered
1742,8624,2022-03-28,,fedex,Delivered
1743,702,2022-03-25,,fedex,Delivered
1744,19329,2021-12-27,,fedex,Delivered
1745,8361,2021-12-09,,fedex,Delivered
1746,19279,2021-11-09,,fedex,Delivered
1747,3451,2021-10-28,,fedex,Delivered
1748,14697,2021-10-25,,fedex,Delivered
1749,7171,2021-10-10,,fedex,Delivered
1750,15725,2021-10-01,,fedex,Delivered
1751,7307,2021-09-27,,fedex,Delivered
1752,13824,2021-09-27,,fedex,Delivered
1753,20261,2021-09-09,,fedex,Delivered
1754,20178,2021-09-11,,fedex,Delivered
1755,5874,2021-09-06,,fedex,Delivered
1756,11061,2021-09-03,,fedex,Delivered
1757,10525,2021-08-18,,fedex,Delivered
1758,14857,2021-08-09,,fedex,Delivered
1759,16448,2021-08-09,,fedex,Delivered
1760,16721,2021-08-07,,fedex,Delivered
1761,20504,2021-08-03,,fedex,Delivered
1762,12831,2021-07-22,,fedex,Delivered
1763,19371,2021-07-17,,fedex,Delivered
1764,16085,2021-07-18,,fedex,Delivered
1765,5082,2021-06-28,,fedex,Delivered
1766,8425,2021-06-24,,fedex,Delivered
1767,20062,2021-06-19,,fedex,Delivered
1768,13078,2021-05-31,,fedex,Delivered
1769,18174,2021-06-03,,fedex,Delivered
1770,9438,2021-05-28,,fedex,Delivered
1771,16901,2021-05-13,,fedex,Delivered
1772,11017,2021-05-08,,fedex,Delivered
1773,13096,2021-05-06,,fedex,Delivered
1774,19610,2021-04-28,,fedex,Delivered
1775,18193,2021-04-20,,fedex,Delivered
1776,6107,2021-04-13,,fedex,Delivered
1777,11081,2021-04-08,,fedex,Delivered
1778,16928,2021-03-04,,fedex,Delivered
1779,1269,2021-03-02,,fedex,Delivered
1780,49,2020-12-26,,fedex,Delivered
1781,9334,2020-11-08,,fedex,Delivered
1782,12320,2020-08-02,,fedex,Delivered
1783,5617,2020-07-20,,fedex,Delivered
1784,13819,2020-06-04,,fedex,Delivered
1785,9004,2020-05-28,,fedex,Delivered
1786,8017,2020-05-25,,fedex,Delivered
1787,14947,2020-05-24,,fedex,Delivered
1788,388,2020-04-14,,fedex,Delivered
1789,4319,2020-04-11,,fedex,Delivered
1790,14315,2020-03-07,,fedex,Delivered
1791,2488,2020-02-25,,fedex,Delivered
1792,4084,2020-02-24,,fedex,Delivered
1793,19785,2020-01-12,,fedex,Delivered
1794,21528,2024-05-24,,fedex,Delivered
1795,21047,2024-05-03,,fedex,Delivered
1796,21510,2024-03-21,,fedex,Delivered
1797,1703,2023-12-31,,fedex,Delivered
1798,1184,2023-12-04,,fedex,Delivered
1799,6026,2023-09-21,,fedex,Delivered
1800,18012,2023-09-13,,fedex,Delivered
1801,14920,2023-09-05,,fedex,Delivered
1802,19284,2023-08-27,,fedex,Delivered
1803,16580,2023-08-23,,fedex,Delivered
1804,1635,2023-08-14,,fedex,Delivered
1805,8304,2023-08-12,,fedex,Delivered
1806,5844,2023-08-06,,fedex,Delivered
1807,20722,2023-06-04,,fedex,Delivered
1808,10843,2023-05-28,,fedex,Delivered
1809,3348,2023-05-12,,fedex,Delivered
1810,19416,2023-05-08,,fedex,Delivered
1811,13472,2023-04-12,,fedex,Delivered
1812,5420,2023-04-06,,fedex,Delivered
1813,17471,2023-04-05,,fedex,Delivered
1814,8122,2023-03-22,,fedex,Delivered
1815,11451,2023-03-18,,fedex,Delivered
1816,18401,2023-02-01,,fedex,Delivered
1817,5741,2023-01-12,,fedex,Delivered
1818,2334,2022-12-27,,fedex,Delivered
1819,6167,2022-12-15,,fedex,Delivered
1820,9028,2022-12-14,,fedex,Delivered
1821,17378,2022-12-03,,fedex,Delivered
1822,6780,2022-11-26,,fedex,Delivered
1823,9160,2022-11-24,,fedex,Delivered
1824,8406,2022-10-22,,fedex,Delivered
1825,12672,2022-10-20,,fedex,Delivered
1826,12415,2022-10-01,,fedex,Delivered
1827,13894,2022-09-15,,fedex,Delivered
1828,13412,2022-09-07,,fedex,Delivered
1829,4247,2022-08-31,,fedex,Delivered
