product_id,product_name,price,cogs,category_id
539,Drawer Cutlery Organizer,18.99,2.85,3
540,Salad Spinner,22.99,1.84,3
541,Knife Sharpener,16.99,2.55,3
542,Potato Masher,12.99,3.64,3
543,Casserole Dish Set,34.99,3.85,3
544,Pan Protector,12.99,4.55,3
545,Adjustable Measuring Cup,18.99,5.70,3
546,Silicone Ice Cube Molds,14.99,1.65,3
547,Dog Leash,15.99,5.60,4
548,Cat Scratching Post,29.99,11.70,4
549,Bird Cage,49.99,15.00,4
550,Pet Carrier,39.99,13.60,4
551,Cat Bed,24.99,7.25,4
552,Dog Crate,89.99,36.90,4
553,Pet Food Bowl,14.99,3.00,4
554,Dog Toys Set,19.99,5.20,4
555,Automatic Pet Feeder,69.99,8.40,4
556,Fish Tank,79.99,17.60,4
557,Teddy Bear,12.99,5.59,5
558,Lego Building Blocks,29.99,12.00,5
559,Remote Control Car,49.99,16.50,5
560,Dollhouse,79.99,29.60,5
561,Action Figures,24.99,2.75,5
562,Board Game,34.99,3.15,5
563,Puzzle,19.99,6.40,5
564,Play-Doh Set,14.99,1.95,5
565,Stuffed Animal,22.99,4.37,5
566,Building Blocks,39.99,17.60,5
567,Basketball,29.99,12.00,6
568,Soccer Ball,19.99,6.60,6
569,Tennis Racket,49.99,14.50,6
570,Yoga Mat,34.99,5.60,6
571,Dumbbell Set,79.99,27.20,6
572,Golf Clubs,299.99,78.00,6
573,Hiking Backpack,89.99,35.10,6
574,Camping Tent,119.99,40.80,6
575,Fishing Rod,54.99,23.65,6
576,Ski Poles,89.99,23.40,6
577,Running Shoes,69.99,12.60,6
578,Cat Litter Box,34.99,3.50,4
579,Dog Bed,49.99,20.00,4
580,Pet Shampoo,14.99,2.70,4
581,Pet Brush,19.99,3.00,4
582,Bird Toy,9.99,0.60,4
583,Dog Treats,12.99,2.08,4
584,Pet Collar,16.99,2.21,4
585,Cat Tree,79.99,26.40,4
586,Dog Food,39.99,3.60,4
587,Aquarium Filter,29.99,3.90,4
588,Board Game,24.99,4.25,5
589,Nerf Blaster,39.99,5.20,5
590,Trampoline,149.99,63.00,5
591,Kites,19.99,6.60,5
592,Educational Tablet,79.99,24.00,5
593,Magic Set,29.99,3.00,5
594,RC Boat,64.99,24.05,5
595,Bike Helmet,34.99,3.50,6
596,Skateboard,59.99,23.40,6
597,Tennis Balls,14.99,2.25,6
598,Baseball Glove,29.99,8.70,6
599,Exercise Ball,22.99,6.67,6
600,Folding Chair,39.99,2.80,6
601,Portable Grill,99.99,21.00,6
602,Swim Goggles,12.99,4.55,6
603,Resistance Bands,19.99,1.60,6
604,Pet Cooling Mat,34.99,12.95,4
605,Dog Harness,29.99,11.10,4
606,Cat Carrier,39.99,10.80,4
607,Pet Water Fountain,49.99,3.50,4
608,Dog Nail Clippers,14.99,5.40,4
609,Pet Blanket,19.99,3.80,4
610,Pet Travel Bed,54.99,12.10,4
611,Cat Food,27.99,5.04,4
612,Dog Training Collar,79.99,21.60,4
613,Hamster Cage,39.99,13.20,4
614,Remote Control Helicopter,54.99,23.65,5
615,Magic Markers Set,18.99,6.46,5
616,Wooden Train Set,34.99,8.05,5
617,Giant Jenga,49.99,13.50,5
618,Play Kitchen Set,79.99,16.80,5
619,Puzzle Mat,22.99,8.97,5
620,Train Set,59.99,3.00,5
621,Learning Tablet,89.99,28.80,5
622,Hot Wheels Cars,14.99,5.40,5
623,Golf Balls,19.99,6.40,6
624,Sports Water Bottle,14.99,2.55,6
625,Snowshoes,99.99,30.00,6
626,Baseball Bat,39.99,14.40,6
627,Hiking Poles,49.99,14.00,6
628,Running Watch,129.99,10.40,6
629,Camping Lantern,29.99,12.90,6
630,CrossFit Gear,89.99,38.70,6
631,Pet Raincoat,24.99,3.75,4
632,Dog Pool,49.99,10.00,4
633,Pet Wipes,12.99,2.47,4
634,Dog Bone,9.99,1.60,4
635,Cat Food Dispenser,34.99,9.45,4
636,Pet Gate,59.99,19.80,4
637,Dog First Aid Kit,22.99,8.74,4
638,Pet GPS Tracker,99.99,10.00,4
639,Dog Agility Equipment,89.99,36.90,4
640,Pet Odor Eliminator,14.99,5.85,4
641,Dog Ramp,79.99,18.40,4
642,Inflatable Pool,99.99,41.00,5
643,Sand Box,29.99,7.20,5
644,Glow Sticks,12.99,1.56,5
645,Kids Camera,49.99,5.50,5
646,Miniature Golf Set,39.99,5.60,5
647,Outdoor Playhouse,119.99,25.20,5
648,Child's Scooter,29.99,1.50,5
649,Electronic Drum Set,129.99,52.00,5
650,Water Gun,19.99,7.00,5
651,Frisbee,9.99,4.30,5
652,Soccer Net,34.99,12.25,6
653,Tennis Set,59.99,16.80,6
654,Basketball Hoop,119.99,28.80,6
655,Exercise Resistance Bands,22.99,9.43,6
656,Baseball Set,34.99,9.10,6
657,Yoga Blocks,18.99,2.09,6
658,Bicycle Pump,14.99,3.60,6
659,Sports Massage Roller,19.99,3.20,6
660,Fitness Tracker,79.99,27.20,6
661,Swim Fins,29.99,6.30,6
662,Dog Toy Chew Ring,15.99,3.52,4
663,Catnip Toys,12.99,1.30,4
664,Pet Stroller,129.99,22.10,4
665,Bird Feeder,19.99,1.00,4
666,Pet Toothbrush,9.99,1.60,4
667,Dog Travel Bowl,14.99,0.75,4
668,Cat Carrier Backpack,49.99,19.00,4
669,Pet Safety Seat,59.99,15.60,4
670,Dog Cooling Vest,34.99,5.60,4
671,Pet Litter Mat,22.99,1.38,4
672,Toy Robot,39.99,2.80,5
673,LEGO Star Wars Set,89.99,7.20,5
674,Kids’ Tent,49.99,17.50,5
675,Magnetic Building Blocks,34.99,11.20,5
676,Ride-On Toy,99.99,17.00,5
677,Child’s Tool Set,29.99,12.90,5
678,Remote-Controlled Truck,54.99,20.90,5
679,Activity Center,79.99,4.00,5
680,Play Tent,24.99,11.25,5
681,Paddle Ball,9.99,4.40,5
682,Sports Goggles,18.99,8.36,6
683,Hiking Boots,89.99,31.50,6
684,Golf Bag,129.99,53.30,6
685,Camping Chair,39.99,5.20,6
686,Tennis Shorts,24.99,2.00,6
687,Soccer Shin Guards,14.99,5.10,6
688,Sports Socks,12.99,5.33,6
689,Exercise Resistance Bands,19.99,1.20,6
690,Beach Ball,9.99,3.60,6
691,Kids’ Baseball Mitt,29.99,9.00,6
692,Archery Set,129.99,32.50,6
693,Pet Door,99.99,38.00,4
694,Cat Food Mat,12.99,1.43,4
695,Dog Bandana,9.99,0.50,4
696,Bird Treats,14.99,4.35,4
697,Pet Sling Carrier,29.99,2.70,4
698,Pet Food Storage Container,22.99,8.28,4
699,Cat Window Perch,39.99,9.60,4
700,Dog Boots,19.99,8.40,4
701,Pet Car Seat Cover,34.99,10.85,4
702,Pet Travel Bowl,24.99,3.50,4
703,Cat Play Mat,14.99,4.65,4
704,Action Figures Set,29.99,3.90,5
705,Children’s Puzzle,18.99,3.23,5
706,Remote-Controlled Boat,64.99,6.50,5
707,Kids’ Board Games,22.99,2.07,5
708,Stuffed Animal Set,39.99,4.00,5
709,Bouncing Ball,19.99,6.60,5
710,Ride-On Car,149.99,49.50,5
711,Inflatable Slide,119.99,40.80,5
712,Kid’s Swing Set,79.99,21.60,5
713,Skateboard Deck,39.99,16.40,6
714,Tennis Racket Set,49.99,19.00,6
715,Outdoor Basketball Net,29.99,9.90,6
716,Golf Driving Range Net,99.99,24.00,6
717,Soccer Goal,79.99,30.40,6
718,Baseball Helmet,29.99,6.30,6
719,Paddleboard,299.99,87.00,6
720,Portable Basketball Hoop,89.99,32.40,6
721,Fitness Mat,22.99,3.22,6
722,Trail Running Shoes,69.99,10.50,6
723,Rock Climbing Harness,99.99,21.00,6
724,Pet Training Mat,19.99,7.40,4
725,Cat Playhouse,49.99,16.50,4
726,Dog Bed with Canopy,79.99,34.40,4
727,Pet Odor Neutralizer,14.99,6.30,4
728,Cat Puzzle Feeder,24.99,9.25,4
729,Pet Car Window Shade,19.99,7.60,4
730,Dog Life Jacket,29.99,6.30,4
731,Pet Thermometer,22.99,3.45,4
732,Dog Harness with Leash,29.99,13.50,4
733,Cat Water Fountain,39.99,10.00,4
734,Kid’s Beach Tent,34.99,8.05,5
735,Remote-Controlled Helicopter,59.99,12.00,5
736,Kids’ Bounce House,129.99,24.70,5
737,Mini Pool Table,89.99,32.40,5
738,Art Supplies Set,22.99,1.84,5
739,Indoor Climbing Set,99.99,34.00,5
740,Electronic Building Blocks,49.99,20.50,5
741,Kid’s Yoga Mat,18.99,8.17,5
742,Pet Exercise Wheel,39.99,16.40,4
743,Dog Toothpaste,9.99,4.20,4
744,Pet First Aid Kit,29.99,6.90,4
745,Cat Wand Toy,14.99,5.40,4
746,Pet Seat Belt,22.99,5.75,4
747,Cat Tunnels,19.99,2.00,4
748,Dog Play Pen,69.99,3.50,4
749,Pet Travel Water Bottle,12.99,2.34,4
750,Dog Bowls with Stand,29.99,7.80,4
751,Pet Cooling Pad,34.99,2.45,4
752,Kids’ Scooter,39.99,15.60,5
753,Magnetic Puzzle,24.99,9.75,5
754,Inflatable Obstacle Course,149.99,43.50,5
755,Child’s Paint Set,19.99,5.40,5
756,Remote-Controlled Car Set,54.99,4.95,5
757,Mini Basketball Hoop,29.99,1.50,6
758,Lightweight Camping Tent,79.99,35.20,6
759,Resistance Training Equipment,39.99,6.80,6
760,Paddleboard Accessories,22.99,6.44,6
761,Sports Hand Grips,16.99,5.44,6
762,Baseball Batting Tee,59.99,7.80,6
763,Foldable Bike Rack,49.99,18.50,6
764,Exercise Roller,24.99,5.50,6
765,Golf Cart,249.99,35.00,6
